Rouge Type,Filename,ROUGE-1,ROUGE-1,ROUGE-1,ROUGE-2,ROUGE-2,ROUGE-2,ROUGE-3,ROUGE-3,ROUGE-3,ROUGE-4,ROUGE-4,ROUGE-4,ROUGE-L,ROUGE-L,ROUGE-L,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-W-1.2,ROUGE-S*,ROUGE-S*,ROUGE-S*,ROUGE-SU*,ROUGE-SU*,ROUGE-SU*
257,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-129-article_output,0.67857,0.23554,0.3497,0.42169,0.14523,0.21605,0.39024,0.13333,0.19875,0.38272,0.12971,0.19375,0.65476,0.22727,0.33742,0.51147,0.08709,0.14884,0.44464,0.05315,0.09495,0.45027,0.05466,0.09749
258,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-158-article_output,0.8125,0.60185,0.69149,0.62343,0.4613,0.53025,0.56303,0.41615,0.47857,0.51899,0.38318,0.44086,0.79583,0.58951,0.67731,0.47478,0.16638,0.24641,0.64902,0.35573,0.45957,0.65037,0.35723,0.46116
259,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-107-article_output,0.82258,0.68548,0.7478,0.64725,0.53908,0.58823,0.56169,0.46757,0.51033,0.50489,0.42005,0.45858,0.78065,0.65054,0.70968,0.49657,0.19032,0.27517,0.67088,0.46564,0.54973,0.67185,0.46681,0.55087
260,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-189-article_output,0.765,0.69545,0.72857,0.65327,0.59361,0.62201,0.62626,0.56881,0.59615,0.61421,0.5576,0.58454,0.755,0.68636,0.71905,0.54969,0.24892,0.34267,0.55588,0.45919,0.50293,0.55799,0.46135,0.50509
261,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-99-article_output,0.92632,0.68217,0.78572,0.82979,0.60938,0.70271,0.76344,0.55906,0.64546,0.70652,0.51587,0.59633,0.92632,0.68217,0.78572,0.70594,0.24079,0.3591,0.69586,0.37633,0.48848,0.70059,0.38096,0.49354
262,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-214-article_output,0.625,0.80189,0.70248,0.53875,0.69194,0.60581,0.5037,0.64762,0.56666,0.47584,0.61244,0.53557,0.61397,0.78774,0.69008,0.44122,0.26368,0.33009,0.39961,0.6585,0.49738,0.40127,0.65988,0.49906
263,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-162-article_output,0.53448,0.30693,0.38994,0.4386,0.25,0.31847,0.41071,0.23232,0.29677,0.4,0.22449,0.28758,0.51724,0.29703,0.37736,0.47066,0.15199,0.22978,0.28736,0.09406,0.14173,0.29591,0.09825,0.14752
264,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-203-article_output,0.42241,0.31013,0.35767,0.17391,0.12739,0.14706,0.12281,0.08974,0.1037,0.09735,0.07097,0.08209,0.37931,0.27848,0.32117,0.24459,0.09254,0.13428,0.15382,0.08272,0.10758,0.15844,0.08559,0.11114
265,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-197-article_output,0.89381,0.59412,0.71378,0.8125,0.53846,0.64769,0.78378,0.51786,0.62366,0.75455,0.49701,0.59928,0.89381,0.59412,0.71378,0.62371,0.20617,0.3099,0.7737,0.34083,0.4732,0.77578,0.34375,0.4764
266,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-138-article_output,0.7957,0.55639,0.65487,0.61622,0.43019,0.50667,0.52174,0.36364,0.42857,0.44809,0.31179,0.36772,0.77957,0.54511,0.64159,0.50862,0.1747,0.26007,0.62313,0.30418,0.4088,0.62501,0.30608,0.41092
267,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-109-article_output,0.79762,0.76426,0.78058,0.61753,0.5916,0.60429,0.54,0.51724,0.52838,0.48594,0.46538,0.47544,0.75397,0.72243,0.73786,0.50759,0.23444,0.32074,0.60491,0.55528,0.57903,0.60646,0.55688,0.58061
268,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-128-article_output,0.71368,0.50606,0.5922,0.48498,0.34347,0.40214,0.43103,0.30488,0.35714,0.38961,0.27523,0.32258,0.69231,0.49091,0.57447,0.40216,0.13702,0.2044,0.4761,0.23909,0.31832,0.47814,0.24071,0.32021
269,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-145-article_output,0.84173,0.60154,0.70165,0.7148,0.51031,0.59549,0.6558,0.4677,0.546,0.60727,0.43264,0.50529,0.82734,0.59126,0.68966,0.46833,0.15654,0.23465,0.70924,0.36186,0.47922,0.71019,0.36308,0.4805
270,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-164-article_output,1.0,0.43571,0.60696,1.0,0.43165,0.60301,1.0,0.42754,0.59899,1.0,0.42336,0.59487,1.0,0.43571,0.60696,0.89092,0.19891,0.32521,1.0,0.18808,0.31661,1.0,0.19151,0.32146
271,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-227-article_output,0.68991,0.72587,0.70743,0.46691,0.4913,0.47879,0.36464,0.38372,0.37394,0.30996,0.32621,0.31788,0.68073,0.71622,0.69802,0.35365,0.19494,0.25134,0.40911,0.45292,0.4299,0.41013,0.45396,0.43093
272,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-114-article_output,0.85526,0.71038,0.77612,0.72848,0.6044,0.66066,0.62667,0.51934,0.56798,0.55705,0.46111,0.50456,0.84868,0.70492,0.77015,0.56745,0.24377,0.34104,0.68055,0.46898,0.5553,0.68281,0.47158,0.55787
273,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-230-article_output,0.80312,0.6409,0.7129,0.65831,0.525,0.58415,0.61635,0.49123,0.54672,0.59937,0.47739,0.53147,0.77187,0.61596,0.68516,0.49447,0.17935,0.26323,0.63967,0.40709,0.49754,0.64069,0.40825,0.49872
274,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-198-article_output,0.7933,0.66047,0.72082,0.6573,0.54673,0.59694,0.58192,0.48357,0.52821,0.52841,0.43868,0.47938,0.77654,0.64651,0.70558,0.55065,0.214,0.30822,0.60643,0.41995,0.49625,0.60842,0.42211,0.49842
275,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-150-article_output,0.8169,0.67836,0.74121,0.66078,0.54839,0.59936,0.60993,0.50588,0.55305,0.57651,0.47788,0.52258,0.78873,0.65497,0.71565,0.51513,0.19461,0.2825,0.61828,0.42609,0.5045,0.61966,0.42756,0.50599
276,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-106-article_output,0.64413,0.75732,0.69615,0.45714,0.53782,0.49421,0.3871,0.4557,0.41861,0.33453,0.39407,0.36187,0.59431,0.69874,0.64231,0.36695,0.21994,0.27503,0.38734,0.53578,0.44963,0.38917,0.53764,0.45151
277,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-171-article_output,0.69737,0.67089,0.68387,0.58667,0.5641,0.57516,0.5,0.48052,0.49007,0.45205,0.43421,0.44295,0.68421,0.65823,0.67097,0.55032,0.24636,0.34035,0.46491,0.43006,0.44681,0.47043,0.43558,0.45233
278,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-122-article_output,0.52308,0.45333,0.48571,0.3125,0.27027,0.28985,0.22222,0.19178,0.20588,0.16129,0.13889,0.14925,0.41538,0.36,0.38571,0.29269,0.12096,0.17118,0.24567,0.18414,0.2105,0.2542,0.1913,0.21831
279,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-131-article_output,0.68504,0.78027,0.72956,0.55336,0.63063,0.58947,0.48016,0.54751,0.51163,0.43028,0.49091,0.4586,0.67717,0.7713,0.72118,0.43787,0.24827,0.31687,0.35374,0.45918,0.39962,0.35632,0.46202,0.40234
280,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-212-article_output,0.54615,0.61207,0.57723,0.47287,0.53043,0.5,0.45312,0.50877,0.47934,0.43307,0.48673,0.45833,0.54615,0.61207,0.57723,0.44842,0.25416,0.32443,0.30221,0.37991,0.33663,0.30585,0.38379,0.34042
281,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-174-article_output,0.83036,1.0,0.90732,0.81982,0.98913,0.89655,0.80909,0.97802,0.88557,0.79817,0.96667,0.87438,0.83036,1.0,0.90732,0.69206,0.41892,0.52191,0.68822,1.0,0.81532,0.69069,1.0,0.81705
282,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-165-article_output,0.73469,0.70588,0.72,0.60417,0.58,0.59184,0.57447,0.55102,0.5625,0.54348,0.52083,0.53191,0.73469,0.70588,0.72,0.65753,0.35143,0.45805,0.53061,0.48941,0.50918,0.5384,0.49736,0.51707
283,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-118-article_output,0.84541,0.71138,0.77263,0.70388,0.59184,0.64302,0.60976,0.5123,0.5568,0.54412,0.45679,0.49665,0.83092,0.69919,0.75938,0.56627,0.2256,0.32266,0.70916,0.50174,0.58769,0.71046,0.50342,0.58928
284,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-197-article_output,0.86111,0.54706,0.66907,0.76636,0.48521,0.59421,0.74528,0.47024,0.57664,0.74286,0.46707,0.57353,0.84259,0.53529,0.65467,0.57802,0.18261,0.27754,0.73988,0.2976,0.42447,0.74206,0.30047,0.42774
285,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-157-article_output,0.79293,0.57091,0.66385,0.60406,0.43431,0.50531,0.52551,0.37729,0.43923,0.47692,0.34191,0.39828,0.78283,0.56364,0.65539,0.49808,0.16613,0.24916,0.5494,0.28441,0.3748,0.55183,0.28646,0.37714
286,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-159-article_output,0.70968,0.51562,0.59728,0.63043,0.45669,0.52968,0.58242,0.42063,0.48848,0.54444,0.392,0.45581,0.69892,0.50781,0.58823,0.52822,0.19133,0.28091,0.48597,0.25578,0.33516,0.49062,0.25972,0.33964
287,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-215-article_output,0.47,0.73438,0.57317,0.33333,0.52381,0.40741,0.27551,0.43548,0.3375,0.24742,0.39344,0.30379,0.46,0.71875,0.56098,0.38245,0.29455,0.33279,0.17051,0.41865,0.24232,0.17647,0.42857,0.25
288,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-107-article_output,0.84848,0.15054,0.25571,0.58462,0.10243,0.17432,0.5,0.08649,0.14747,0.44444,0.07588,0.12963,0.78788,0.13978,0.23744,0.61164,0.04991,0.09229,0.70117,0.0218,0.04229,0.70543,0.02247,0.04355
289,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-151-article_output,0.51282,0.22472,0.3125,0.1039,0.0452,0.063,0.02632,0.01136,0.01587,0.0,0.0,0.0,0.42308,0.18539,0.25781,0.2403,0.0553,0.08991,0.23543,0.04488,0.07539,0.24253,0.04689,0.07859
290,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-190-article_output,0.84103,0.73214,0.78282,0.76804,0.66816,0.71463,0.7513,0.65315,0.6988,0.73438,0.63801,0.68281,0.8359,0.72768,0.77804,0.60894,0.2618,0.36617,0.65974,0.49964,0.56864,0.66152,0.50165,0.5706
291,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-214-article_output,0.61644,0.63679,0.62645,0.46789,0.48341,0.47552,0.43318,0.44762,0.44028,0.40741,0.42105,0.41412,0.60274,0.62264,0.61253,0.42702,0.20547,0.27744,0.38691,0.41295,0.39951,0.38902,0.41507,0.40162
292,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-227-article_output,0.73034,0.12548,0.21416,0.36364,0.0619,0.10579,0.1954,0.03295,0.05639,0.13953,0.0233,0.03993,0.68539,0.11776,0.20099,0.39485,0.03554,0.06521,0.48672,0.01423,0.02765,0.49226,0.01466,0.02847
293,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-96-article_output,0.67136,0.57661,0.62039,0.40094,0.34413,0.37037,0.3128,0.26829,0.28884,0.24286,0.20816,0.22418,0.60563,0.52016,0.55965,0.35201,0.14978,0.21014,0.42634,0.31429,0.36184,0.42861,0.31637,0.36403
294,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-144-article_output,0.51724,0.55556,0.53572,0.35652,0.38318,0.36937,0.2807,0.30189,0.29091,0.22124,0.2381,0.22936,0.4569,0.49074,0.47322,0.33444,0.17463,0.22945,0.22924,0.26462,0.24566,0.23405,0.26984,0.25067
295,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-118-article_output,0.61881,0.50813,0.55803,0.45274,0.37143,0.40807,0.375,0.30738,0.33784,0.33166,0.2716,0.29864,0.59406,0.4878,0.53571,0.31653,0.12306,0.17722,0.38057,0.25638,0.30637,0.38289,0.25839,0.30855
296,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-205-article_output,0.69444,0.70093,0.69767,0.57944,0.58491,0.58216,0.56604,0.57143,0.56872,0.55238,0.55769,0.55502,0.67593,0.68224,0.67907,0.56331,0.29108,0.38383,0.4576,0.46623,0.46187,0.46202,0.47066,0.4663
297,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-219-article_output,0.66667,0.90476,0.76768,0.53571,0.73171,0.61855,0.41818,0.575,0.48421,0.33333,0.46154,0.3871,0.59649,0.80952,0.68687,0.49076,0.31539,0.384,0.34148,0.63298,0.44363,0.3523,0.64523,0.45575
298,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-224-article_output,0.70238,0.47967,0.57004,0.55422,0.37705,0.44878,0.53659,0.36364,0.4335,0.51852,0.35,0.41791,0.67857,0.46341,0.55072,0.51825,0.16213,0.24699,0.44033,0.20458,0.27937,0.44634,0.20892,0.28462
299,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-147-article_output,0.77487,0.68519,0.72728,0.61053,0.53953,0.57284,0.55026,0.48598,0.51613,0.51064,0.4507,0.4788,0.75393,0.66667,0.70762,0.52258,0.22267,0.31228,0.59967,0.4686,0.52609,0.60147,0.47058,0.52803
300,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-206-article_output,0.85535,0.7907,0.82176,0.79747,0.73684,0.76596,0.77707,0.71765,0.74618,0.75641,0.69822,0.72615,0.85535,0.7907,0.82176,0.63778,0.28314,0.39218,0.7259,0.62002,0.6688,0.72749,0.62197,0.6706
301,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-154-article_output,0.9108,0.5,0.64559,0.75,0.41085,0.53088,0.64455,0.35233,0.45561,0.57619,0.31429,0.40673,0.88263,0.48454,0.62563,0.55334,0.13881,0.22194,0.78944,0.23741,0.36504,0.79057,0.23875,0.36674
302,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-97-article_output,0.72,0.33962,0.46154,0.40816,0.19048,0.25974,0.25,0.11538,0.15789,0.19149,0.08738,0.12,0.68,0.32075,0.43589,0.44343,0.0944,0.15566,0.4351,0.09578,0.157,0.44505,0.1,0.16331
303,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-95-article_output,0.7268,0.49648,0.58996,0.46114,0.31449,0.37395,0.35938,0.24468,0.29114,0.3089,0.20996,0.25,0.69588,0.47535,0.56485,0.40964,0.13553,0.20367,0.51274,0.23886,0.3259,0.51486,0.24063,0.32797
304,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-212-article_output,0.83333,0.47414,0.6044,0.70769,0.4,0.51111,0.65625,0.36842,0.47191,0.61905,0.34513,0.44318,0.80303,0.4569,0.58242,0.64801,0.18647,0.2896,0.68392,0.21994,0.33284,0.68824,0.22417,0.33819
305,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-191-article_output,0.61184,0.51667,0.56024,0.47682,0.40223,0.43636,0.46,0.38764,0.42073,0.44295,0.37288,0.40491,0.59868,0.50556,0.54819,0.44252,0.19459,0.27031,0.38428,0.27374,0.31973,0.38729,0.27644,0.32261
306,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-199-article_output,0.825,0.6875,0.75,0.7563,0.62937,0.68702,0.70339,0.58451,0.63846,0.65812,0.5461,0.5969,0.825,0.6875,0.75,0.64197,0.26572,0.37586,0.66947,0.46426,0.54829,0.67199,0.46729,0.55125
307,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-223-article_output,0.98592,0.69767,0.81712,0.96698,0.68333,0.80078,0.95261,0.67224,0.78824,0.9381,0.66107,0.77559,0.98592,0.69767,0.81712,0.63198,0.20947,0.31465,0.9717,0.48591,0.64785,0.97183,0.4873,0.64912
308,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-163-article_output,0.81333,1.0,0.89706,0.81081,1.0,0.89552,0.80822,1.0,0.89394,0.80556,1.0,0.89231,0.81333,1.0,0.89706,0.72555,0.44963,0.5552,0.65946,1.0,0.79479,0.66339,1.0,0.79764
309,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-158-article_output,0.83254,0.53704,0.65291,0.62981,0.40557,0.49341,0.57005,0.36646,0.44613,0.52427,0.33645,0.40987,0.8134,0.52469,0.6379,0.5105,0.15579,0.23873,0.66774,0.27738,0.39195,0.66929,0.27896,0.39379
310,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-163-article_output,0.7439,1.0,0.85315,0.74074,1.0,0.85106,0.7375,1.0,0.84892,0.73418,1.0,0.84672,0.7439,1.0,0.85315,0.66362,0.44963,0.53606,0.55104,1.0,0.71054,0.55556,1.0,0.71429
311,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-190-article_output,0.88182,0.86607,0.87387,0.84932,0.83408,0.84163,0.83028,0.81532,0.82273,0.81567,0.8009,0.80822,0.88182,0.86607,0.87387,0.65379,0.31712,0.42708,0.46663,0.45007,0.4582,0.47036,0.45375,0.46191
312,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-180-article_output,0.54098,0.36667,0.43709,0.31667,0.21348,0.25503,0.22034,0.14773,0.17687,0.2069,0.13793,0.16552,0.44262,0.3,0.35761,0.34917,0.11973,0.17832,0.27814,0.12709,0.17446,0.28624,0.13214,0.18081
313,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-178-article_output,0.62857,1.0,0.77193,0.6087,0.97674,0.75,0.58824,0.95238,0.72728,0.56716,0.92683,0.7037,0.62857,1.0,0.77193,0.56104,0.47993,0.51733,0.39172,1.0,0.56293,0.39815,1.0,0.56954
314,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lsa-sent-token-143-article_output,0.58788,0.74615,0.65763,0.44073,0.55985,0.4932,0.3872,0.49225,0.43345,0.35474,0.45136,0.39726,0.55455,0.70385,0.62034,0.35999,0.21822,0.27172,0.32724,0.52759,0.40394,0.3288,0.52925,0.40561
315,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-153-article_output,0.69298,0.64228,0.66667,0.48899,0.45306,0.47034,0.40708,0.37705,0.39149,0.34667,0.32099,0.33334,0.64474,0.59756,0.62025,0.43137,0.19353,0.26719,0.33426,0.28704,0.30886,0.33733,0.28986,0.3118
316,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-155-article_output,0.7434,0.71636,0.72963,0.54167,0.5219,0.5316,0.46768,0.45055,0.45896,0.42366,0.40809,0.41573,0.70566,0.68,0.69259,0.43428,0.20532,0.27882,0.5335,0.49534,0.51371,0.5351,0.49696,0.51533
317,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-114-article_output,0.94444,0.83607,0.88696,0.81366,0.71978,0.76385,0.71875,0.63536,0.67449,0.6478,0.57222,0.60767,0.9321,0.82514,0.87536,0.60631,0.2776,0.38083,0.83882,0.65688,0.73678,0.8401,0.65881,0.73849
318,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-221-article_output,0.81068,0.63019,0.70913,0.69268,0.53788,0.60554,0.64216,0.4981,0.56103,0.60099,0.46565,0.52473,0.76214,0.59245,0.66667,0.48964,0.16998,0.25235,0.64679,0.39042,0.48692,0.64836,0.39221,0.48876
319,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-textrank-sent-token-224-article_output,0.78195,0.84553,0.8125,0.70455,0.7623,0.73229,0.67939,0.73554,0.70635,0.65385,0.70833,0.68,0.77444,0.8374,0.80469,0.61329,0.30378,0.40631,0.60276,0.70518,0.64996,0.60539,0.70741,0.65244
320,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-kldiv-sent-token-144-article_output,0.50526,0.44444,0.4729,0.2766,0.24299,0.25871,0.17204,0.15094,0.1608,0.13043,0.11429,0.12183,0.47368,0.41667,0.44335,0.32593,0.13938,0.19526,0.21926,0.16944,0.19116,0.22527,0.17451,0.19667
321,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-168-article_output,0.73162,0.93868,0.82232,0.70111,0.90047,0.78838,0.68889,0.88571,0.775,0.6803,0.8756,0.76569,0.73162,0.93868,0.82232,0.53437,0.34457,0.41898,0.53438,0.88058,0.66513,0.53581,0.88112,0.66639
322,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-sumbasic-sent-token-127-article_output,0.85549,0.49333,0.62579,0.63953,0.36789,0.46709,0.54971,0.31544,0.40086,0.49412,0.28283,0.35975,0.80347,0.46333,0.58774,0.50708,0.14061,0.22017,0.65802,0.21828,0.32782,0.6602,0.22007,0.3301
323,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-178-article_output,0.54545,0.68182,0.60606,0.44444,0.55814,0.49484,0.43396,0.54762,0.48421,0.42308,0.53659,0.47312,0.50909,0.63636,0.56565,0.48064,0.32306,0.3864,0.28956,0.45455,0.35376,0.2989,0.46512,0.36393
324,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-154-article_output,0.86694,0.55412,0.6761,0.72874,0.46512,0.56782,0.64228,0.40933,0.5,0.57143,0.36364,0.44445,0.81048,0.51804,0.63207,0.53009,0.15483,0.23966,0.69512,0.28357,0.40281,0.69649,0.28495,0.40444
325,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-lexrank-sent-token-212-article_output,0.77586,0.77586,0.77586,0.72174,0.72174,0.72174,0.70175,0.70175,0.70175,0.69027,0.69027,0.69027,0.75862,0.75862,0.75862,0.58517,0.29595,0.39309,0.6015,0.6015,0.6015,0.60442,0.60442,0.60442
326,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-145-article_output,0.78571,0.79177,0.78873,0.69309,0.69845,0.69576,0.64103,0.64599,0.6435,0.60668,0.6114,0.60903,0.78571,0.79177,0.78873,0.50559,0.23829,0.32392,0.62772,0.63745,0.63255,0.62852,0.63824,0.63334
327,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-1-sent-token-149-article_output,0.60949,0.72609,0.6627,0.44689,0.53275,0.48606,0.37132,0.44298,0.404,0.32841,0.39207,0.35743,0.58759,0.7,0.63889,0.39748,0.23653,0.29658,0.23537,0.33427,0.27623,0.23807,0.33764,0.27924
328,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-144-article_output,0.62353,0.49074,0.54922,0.40476,0.31776,0.35602,0.3253,0.25472,0.28572,0.26829,0.20952,0.23529,0.55294,0.43519,0.48705,0.40219,0.15388,0.22259,0.33305,0.20578,0.25438,0.33963,0.21088,0.2602
329,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-212-article_output,0.71538,0.80172,0.75609,0.65116,0.73043,0.68852,0.61719,0.69298,0.65289,0.58268,0.65487,0.61667,0.70769,0.7931,0.74796,0.56623,0.32094,0.40968,0.50089,0.62969,0.55795,0.50411,0.63257,0.56108
330,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-132-article_output,0.90415,0.78177,0.83852,0.76282,0.65928,0.70728,0.66881,0.57778,0.61997,0.60323,0.52089,0.55904,0.85623,0.74033,0.79407,0.53351,0.22201,0.31354,0.79755,0.596,0.6822,0.79821,0.597,0.6831
331,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-gen-s-sent-token-226-article_output,0.93011,0.92513,0.92761,0.91351,0.9086,0.91105,0.90217,0.8973,0.89973,0.89071,0.88587,0.88828,0.93011,0.92513,0.92761,0.70684,0.33011,0.45004,0.86579,0.85653,0.86114,0.86647,0.85726,0.86184
332,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-nltk-2-sent-token-119-article_output,0.38614,0.69333,0.49603,0.22581,0.40625,0.29027,0.16418,0.29596,0.2112,0.13217,0.23874,0.17015,0.36139,0.64889,0.46423,0.2244,0.19302,0.20753,0.13962,0.45103,0.21323,0.14084,0.45319,0.2149
333,/home/sandhya/Desktop/extract-summ-output-scores/political-1/exp1-political-scores/exp1-luhn-sent-token-210-article_output,0.54545,0.17225,0.26182,0.16923,0.05288,0.08058,0.04688,0.01449,0.02214,0.03175,0.00971,0.01487,0.40909,0.12919,0.19637,0.26121,0.04164,0.07183,0.25967,0.02563,0.04666,0.26833,0.02702,0.0491
